account_id,customer_id,account_type,branch_code,open_date,balance,status
ACC001651,CUST00165,SALARY,BR384,2020-05-09,27556.14,ACTIVE
ACC001652,CUST00165,CURRENT,BR220,2023-09-28,529877.92,DORMANT
ACC001653,CUST00165,SAVINGS,BR355,2023-03-21,532368.44,BLOCKED
ACC001661,CUST00166,CURRENT,BR733,2024-09-01,397142.17,DORMANT
ACC001662,CUST00166,SALARY,BR553,2021-06-11,99676.47,BLOCKED
ACC001663,CUST00166,SALARY,BR641,2023-09-07,736033.32,BLOCKED
ACC001671,CUST00167,SAVINGS,BR547,2023-10-04,753198.79,DORMANT
ACC001681,CUST00168,SALARY,BR316,2023-12-19,499231.71,DORMANT
ACC001682,CUST00168,SAVINGS,BR732,2023-05-18,51599.09,DORMANT
ACC001691,CUST00169,SAVINGS,BR597,2018-04-23,394733.88,BLOCKED
ACC001692,CUST00169,CURRENT,BR184,2022-10-16,871231.1,DORMANT
ACC001693,CUST00169,SALARY,BR707,2021-06-09,919346.82,DORMANT
ACC001701,CUST00170,SAVINGS,BR807,2023-06-23,771991.15,ACTIVE
ACC001702,CUST00170,SAVINGS,BR835,2024-01-26,960306.51,ACTIVE
ACC001703,CUST00170,SALARY,BR205,2018-05-31,414684.1,ACTIVE
ACC001711,CUST00171,CURRENT,BR964,2024-03-26,789475.88,ACTIVE
ACC001721,CUST00172,SAVINGS,BR366,2024-06-28,310437.86,BLOCKED
ACC001731,CUST00173,SAVINGS,BR346,2019-04-20,802589.24,ACTIVE
ACC001732,CUST00173,SALARY,BR572,2026-02-15,197707.12,DORMANT
ACC001733,CUST00173,SAVINGS,BR734,2025-06-28,244454.78,DORMANT
ACC001741,CUST00174,SAVINGS,BR271,2023-09-01,307292.96,BLOCKED
ACC001751,CUST00175,SALARY,BR979,2021-10-30,846691.46,DORMANT
ACC001761,CUST00176,SAVINGS,BR505,2020-10-12,849064.71,BLOCKED
ACC001762,CUST00176,CURRENT,BR918,2018-12-27,730146.06,BLOCKED
ACC001763,CUST00176,SAVINGS,BR646,2025-02-23,314608.21,DORMANT
ACC001771,CUST00177,SALARY,BR293,2024-03-10,66962.31,DORMANT
ACC001781,CUST00178,CURRENT,BR154,2018-07-07,198641.87,DORMANT
ACC001791,CUST00179,SAVINGS,BR116,2026-02-13,392607.5,ACTIVE
ACC001792,CUST00179,SAVINGS,BR730,2023-09-17,626149.28,DORMANT
ACC001801,CUST00180,SALARY,BR103,2018-11-17,466721.14,BLOCKED
ACC001802,CUST00180,SALARY,BR150,2025-11-17,257927.72,DORMANT
ACC001803,CUST00180,SAVINGS,BR822,2025-05-19,874868.82,BLOCKED
ACC001811,CUST00181,SALARY,BR565,2023-05-24,36419.54,BLOCKED
ACC001812,CUST00181,CURRENT,BR207,2025-10-21,417971.47,DORMANT
ACC001813,CUST00181,CURRENT,BR533,2021-07-22,253362.91,ACTIVE
ACC001821,CUST00182,CURRENT,BR388,2023-04-29,587896.82,BLOCKED
ACC001831,CUST00183,SAVINGS,BR692,2025-12-18,25204.82,ACTIVE
ACC001832,CUST00183,CURRENT,BR633,2024-03-01,109975.23,ACTIVE
ACC001841,CUST00184,SAVINGS,BR480,2019-05-09,380757.38,ACTIVE
ACC001851,CUST00185,SAVINGS,BR109,2023-07-04,469764.73,ACTIVE
ACC001852,CUST00185,SALARY,BR225,2023-11-02,673326.38,BLOCKED
ACC001861,CUST00186,CURRENT,BR334,2024-12-24,420264.02,BLOCKED
ACC001862,CUST00186,SAVINGS,BR389,2023-02-06,499874.44,DORMANT
ACC001863,CUST00186,SAVINGS,BR398,2023-10-14,367134.8,DORMANT
ACC001871,CUST00187,SALARY,BR929,2022-01-19,958683.56,DORMANT
ACC001872,CUST00187,SALARY,BR328,2023-12-19,349375.91,DORMANT
ACC001881,CUST00188,SAVINGS,BR122,2022-05-27,122221.95,BLOCKED
ACC001891,CUST00189,SAVINGS,BR428,2024-06-28,510141.98,DORMANT
ACC001892,CUST00189,SALARY,BR193,2019-03-17,751898.64,DORMANT
ACC001901,CUST00190,CURRENT,BR233,2024-06-05,342214.15,ACTIVE
ACC001902,CUST00190,SALARY,BR236,2025-06-19,829249.19,DORMANT
ACC001903,CUST00190,SAVINGS,BR259,2020-08-09,783855.01,DORMANT
ACC001911,CUST00191,CURRENT,BR749,2021-11-06,339089.41,BLOCKED
ACC001912,CUST00191,SALARY,BR319,2019-01-13,162365.87,ACTIVE
ACC001913,CUST00191,CURRENT,BR436,2024-05-06,71323.8,BLOCKED
ACC001921,CUST00192,SALARY,BR439,2020-05-04,518080.51,ACTIVE
ACC001922,CUST00192,CURRENT,BR127,2025-02-16,598024.15,BLOCKED
ACC001923,CUST00192,SALARY,BR848,2021-04-18,550617.62,ACTIVE
ACC001931,CUST00193,CURRENT,BR525,2018-06-20,283306.68,DORMANT
ACC001932,CUST00193,SALARY,BR584,2021-04-15,756000.98,BLOCKED
ACC001933,CUST00193,SALARY,BR615,2020-06-01,807032.88,ACTIVE
ACC001941,CUST00194,SAVINGS,BR554,2020-11-21,193915.82,DORMANT
ACC001942,CUST00194,SALARY,BR432,2022-03-15,645258.38,BLOCKED
ACC001951,CUST00195,SAVINGS,BR670,2025-06-05,516502.85,BLOCKED
ACC001961,CUST00196,SAVINGS,BR791,2026-02-28,396084.05,ACTIVE
ACC001962,CUST00196,SAVINGS,BR489,2021-12-05,579363.98,BLOCKED
ACC001963,CUST00196,CURRENT,BR649,2018-07-23,215066.61,DORMANT
ACC001971,CUST00197,SALARY,BR474,2018-12-01,850576.93,ACTIVE
ACC001972,CUST00197,SAVINGS,BR639,2019-12-14,582171.7,DORMANT
ACC001973,CUST00197,SAVINGS,BR414,2024-03-06,733775.99,ACTIVE
ACC001981,CUST00198,SALARY,BR529,2025-01-27,314749.71,ACTIVE
ACC001982,CUST00198,CURRENT,BR960,2020-10-02,393948.01,BLOCKED
ACC001983,CUST00198,SAVINGS,BR518,2018-12-11,901817.62,DORMANT
ACC001991,CUST00199,SAVINGS,BR546,2021-06-18,991378.86,DORMANT
ACC001992,CUST00199,SALARY,BR424,2021-10-08,820352.6,ACTIVE
ACC001993,CUST00199,SAVINGS,BR969,2025-06-08,929117.98,ACTIVE
ACC002001,CUST00200,SALARY,BR958,2019-01-17,133469.27,BLOCKED
ACC002011,CUST00201,SAVINGS,BR700,2023-01-01,848462.07,DORMANT
ACC002012,CUST00201,SAVINGS,BR694,2020-04-29,135064.02,ACTIVE
ACC002013,CUST00201,SAVINGS,BR100,2019-03-31,286147.36,BLOCKED
ACC002021,CUST00202,CURRENT,BR863,2024-05-07,238403.83,BLOCKED
ACC002022,CUST00202,CURRENT,BR278,2020-12-22,795413.33,ACTIVE
ACC002023,CUST00202,CURRENT,BR730,2020-07-13,397521.92,BLOCKED
ACC002031,CUST00203,CURRENT,BR285,2024-10-16,267310.7,ACTIVE
ACC002032,CUST00203,SAVINGS,BR107,2022-01-01,122415.47,ACTIVE
ACC002041,CUST00204,CURRENT,BR669,2018-04-30,539536.11,ACTIVE
ACC002051,CUST00205,SALARY,BR979,2020-01-12,387048.0,ACTIVE
ACC002061,CUST00206,CURRENT,BR567,2023-09-05,184419.67,DORMANT
ACC002071,CUST00207,SALARY,BR738,2025-02-02,580232.74,BLOCKED
ACC002072,CUST00207,SAVINGS,BR334,2018-10-24,235003.71,DORMANT
ACC002073,CUST00207,CURRENT,BR946,2019-06-05,536382.04,DORMANT
ACC002081,CUST00208,SALARY,BR832,2020-01-29,931995.19,ACTIVE
ACC002091,CUST00209,SALARY,BR768,2019-01-30,753005.17,ACTIVE
ACC002092,CUST00209,CURRENT,BR912,2021-10-23,742810.39,DORMANT
ACC002101,CUST00210,SAVINGS,BR299,2022-12-14,53839.26,DORMANT
ACC002102,CUST00210,SAVINGS,BR645,2022-12-19,454215.36,ACTIVE
ACC002111,CUST00211,CURRENT,BR726,2022-12-24,234810.87,DORMANT
ACC002121,CUST00212,SAVINGS,BR203,2020-03-21,842661.19,BLOCKED
ACC002122,CUST00212,CURRENT,BR847,2018-06-12,123463.46,DORMANT
ACC002131,CUST00213,SAVINGS,BR549,2019-10-03,61449.99,ACTIVE
ACC002141,CUST00214,SAVINGS,BR189,2019-07-04,769263.17,BLOCKED
ACC002151,CUST00215,SAVINGS,BR415,2021-08-22,662930.73,ACTIVE
ACC002152,CUST00215,CURRENT,BR840,2020-06-23,606154.79,BLOCKED
ACC002161,CUST00216,CURRENT,BR868,2024-12-01,79447.17,BLOCKED
ACC002171,CUST00217,SALARY,BR415,2024-09-12,792788.63,ACTIVE
ACC002172,CUST00217,SAVINGS,BR595,2022-10-20,475345.21,ACTIVE
ACC002181,CUST00218,SALARY,BR438,2026-02-19,279624.44,DORMANT
ACC002191,CUST00219,SALARY,BR242,2026-04-01,864773.56,DORMANT
ACC002192,CUST00219,SAVINGS,BR651,2020-09-23,531786.07,DORMANT
ACC002201,CUST00220,CURRENT,BR542,2019-08-07,994557.16,ACTIVE
ACC002202,CUST00220,CURRENT,BR543,2022-11-24,531778.31,DORMANT
ACC002211,CUST00221,SAVINGS,BR957,2024-02-22,460137.37,ACTIVE
ACC002212,CUST00221,SAVINGS,BR111,2019-11-05,466148.66,BLOCKED
ACC002213,CUST00221,CURRENT,BR306,2024-02-28,922723.55,BLOCKED
ACC002221,CUST00222,SALARY,BR648,2024-12-27,326343.42,ACTIVE
ACC002222,CUST00222,SAVINGS,BR262,2023-03-08,612343.28,ACTIVE
ACC002231,CUST00223,SAVINGS,BR922,2020-03-10,628134.09,BLOCKED
ACC002232,CUST00223,SALARY,BR865,2023-11-16,2192.58,ACTIVE
ACC002241,CUST00224,SAVINGS,BR560,2019-07-09,471429.36,BLOCKED
ACC002251,CUST00225,CURRENT,BR316,2025-07-07,803698.78,DORMANT
ACC002252,CUST00225,SAVINGS,BR169,2025-09-09,903900.01,DORMANT
ACC002253,CUST00225,SALARY,BR545,2021-08-31,865433.36,DORMANT
ACC002261,CUST00226,SAVINGS,BR976,2026-03-10,302409.15,ACTIVE
ACC002262,CUST00226,SALARY,BR762,2020-04-10,850461.4,ACTIVE
ACC002271,CUST00227,SALARY,BR970,2019-01-04,712998.79,BLOCKED
ACC002281,CUST00228,SAVINGS,BR962,2021-12-20,720266.3,DORMANT
ACC002282,CUST00228,CURRENT,BR774,2024-06-03,871054.13,DORMANT
ACC002283,CUST00228,SAVINGS,BR290,2021-07-26,641404.25,DORMANT
ACC002291,CUST00229,SALARY,BR731,2019-03-06,201702.14,DORMANT
ACC002292,CUST00229,SAVINGS,BR614,2020-10-11,234113.75,ACTIVE
ACC002301,CUST00230,SAVINGS,BR841,2018-03-24,870732.06,DORMANT
ACC002302,CUST00230,SALARY,BR759,2025-07-29,483898.96,BLOCKED
ACC002303,CUST00230,CURRENT,BR172,2025-11-09,731255.06,ACTIVE
ACC002311,CUST00231,SALARY,BR687,2024-03-20,517088.58,DORMANT
ACC002312,CUST00231,SAVINGS,BR929,2021-03-31,480023.2,ACTIVE
ACC002313,CUST00231,SALARY,BR247,2025-07-13,141665.49,ACTIVE
ACC002321,CUST00232,SALARY,BR224,2021-05-09,205405.71,DORMANT
ACC002331,CUST00233,CURRENT,BR430,2019-04-25,362907.32,DORMANT
ACC002332,CUST00233,SAVINGS,BR991,2020-12-07,705851.27,DORMANT
ACC002333,CUST00233,SALARY,BR421,2023-06-21,893276.66,DORMANT
ACC002341,CUST00234,CURRENT,BR673,2019-09-29,124912.02,ACTIVE
ACC002342,CUST00234,SAVINGS,BR247,2025-10-13,582740.26,ACTIVE
ACC002351,CUST00235,SAVINGS,BR515,2021-04-23,148139.03,ACTIVE
ACC002361,CUST00236,SALARY,BR835,2020-08-10,429129.34,BLOCKED
ACC002371,CUST00237,SALARY,BR282,2020-02-18,298341.24,DORMANT
ACC002372,CUST00237,CURRENT,BR526,2022-04-27,707863.77,DORMANT
ACC002373,CUST00237,CURRENT,BR127,2019-10-02,844339.07,DORMANT
ACC002381,CUST00238,SAVINGS,BR348,2019-07-20,902237.8,DORMANT
ACC002382,CUST00238,SAVINGS,BR862,2025-04-16,566144.73,ACTIVE
ACC002383,CUST00238,SAVINGS,BR995,2024-12-22,871456.04,BLOCKED
ACC002391,CUST00239,SALARY,BR921,2021-02-09,294382.5,ACTIVE
ACC002392,CUST00239,CURRENT,BR589,2018-09-30,37025.34,BLOCKED
ACC002401,CUST00240,SALARY,BR613,2018-07-12,164126.47,ACTIVE
ACC002402,CUST00240,SAVINGS,BR635,2024-02-24,645888.34,ACTIVE
ACC002411,CUST00241,SAVINGS,BR988,2025-01-01,400315.23,BLOCKED
ACC002412,CUST00241,SALARY,BR895,2020-05-26,225109.85,DORMANT
ACC002413,CUST00241,SALARY,BR570,2023-03-05,420444.57,DORMANT
ACC002421,CUST00242,SALARY,BR475,2019-08-29,509398.94,DORMANT
ACC002422,CUST00242,SAVINGS,BR258,2021-03-02,566460.16,BLOCKED
ACC002423,CUST00242,CURRENT,BR277,2022-08-23,378908.03,BLOCKED
ACC002431,CUST00243,SALARY,BR425,2024-05-09,988378.13,DORMANT
ACC002441,CUST00244,SAVINGS,BR622,2025-01-26,87855.35,DORMANT
ACC002451,CUST00245,SALARY,BR581,2024-03-14,382286.76,DORMANT
ACC002452,CUST00245,CURRENT,BR165,2022-09-16,361697.84,DORMANT
ACC002461,CUST00246,SALARY,BR180,2022-12-06,786277.46,DORMANT
ACC002462,CUST00246,SAVINGS,BR205,2023-03-08,287786.76,ACTIVE
ACC002471,CUST00247,CURRENT,BR387,2021-03-03,923263.82,DORMANT
ACC002481,CUST00248,SALARY,BR840,2020-07-23,691909.76,BLOCKED
ACC002482,CUST00248,CURRENT,BR714,2021-09-13,747394.98,BLOCKED
ACC002491,CUST00249,CURRENT,BR648,2022-03-02,29460.16,DORMANT
ACC002501,CUST00250,SAVINGS,BR155,2026-04-04,337270.62,BLOCKED
ACC002511,CUST00251,SALARY,BR488,2021-11-14,825112.85,BLOCKED
ACC002512,CUST00251,SALARY,BR905,2022-09-09,526199.92,BLOCKED
ACC002513,CUST00251,CURRENT,BR886,2022-03-19,624273.89,ACTIVE
ACC002521,CUST00252,CURRENT,BR116,2020-11-16,897283.76,BLOCKED
ACC002522,CUST00252,CURRENT,BR110,2019-03-31,599981.43,ACTIVE
ACC002531,CUST00253,CURRENT,BR584,2019-09-26,846915.61,BLOCKED
ACC002532,CUST00253,SAVINGS,BR819,2018-06-08,181271.35,ACTIVE
ACC002533,CUST00253,SALARY,BR597,2018-12-25,19691.66,DORMANT
ACC002541,CUST00254,CURRENT,BR663,2018-05-10,634444.92,DORMANT
ACC002542,CUST00254,SALARY,BR509,2024-10-15,616507.09,BLOCKED
ACC002551,CUST00255,SALARY,BR412,2024-04-25,327380.97,ACTIVE
ACC002561,CUST00256,CURRENT,BR917,2025-12-31,625532.6,BLOCKED
ACC002571,CUST00257,CURRENT,BR415,2026-01-11,787086.94,BLOCKED
ACC002572,CUST00257,SAVINGS,BR411,2023-04-15,384283.94,ACTIVE
ACC002581,CUST00258,CURRENT,BR935,2025-12-29,827911.92,BLOCKED
ACC002582,CUST00258,SALARY,BR189,2022-03-18,599207.66,DORMANT
ACC002583,CUST00258,CURRENT,BR501,2019-07-17,289379.52,ACTIVE
ACC002591,CUST00259,CURRENT,BR609,2020-05-29,702328.14,ACTIVE
ACC002592,CUST00259,SALARY,BR747,2025-06-28,108502.45,BLOCKED
ACC002601,CUST00260,SALARY,BR994,2024-05-16,484612.61,BLOCKED
ACC002602,CUST00260,SAVINGS,BR858,2024-09-22,345459.84,BLOCKED
ACC002603,CUST00260,CURRENT,BR819,2024-09-01,973254.63,DORMANT
ACC002611,CUST00261,SALARY,BR313,2026-03-19,814559.97,ACTIVE
ACC002612,CUST00261,CURRENT,BR236,2021-08-03,586363.51,BLOCKED
ACC002621,CUST00262,SAVINGS,BR202,2023-08-21,107915.25,DORMANT
ACC002622,CUST00262,CURRENT,BR340,2023-05-02,770026.42,DORMANT
ACC002631,CUST00263,CURRENT,BR165,2018-10-03,925587.99,BLOCKED
ACC002641,CUST00264,SALARY,BR842,2021-08-12,660438.71,DORMANT
ACC002642,CUST00264,SALARY,BR956,2020-11-27,321175.33,DORMANT
ACC002643,CUST00264,CURRENT,BR774,2021-01-14,588072.3,ACTIVE
ACC002651,CUST00265,SAVINGS,BR146,2021-05-11,915431.98,DORMANT
ACC002652,CUST00265,SAVINGS,BR214,2020-07-19,327149.99,BLOCKED
ACC002661,CUST00266,CURRENT,BR296,2024-06-24,234623.53,BLOCKED
ACC002671,CUST00267,SAVINGS,BR609,2019-07-20,878104.76,ACTIVE
ACC002672,CUST00267,SAVINGS,BR201,2026-01-29,808335.39,ACTIVE
ACC002673,CUST00267,SALARY,BR427,2022-07-11,973767.71,BLOCKED
ACC002681,CUST00268,CURRENT,BR976,2018-05-29,93687.78,ACTIVE
ACC002682,CUST00268,SAVINGS,BR621,2020-09-01,834680.14,DORMANT
ACC002683,CUST00268,CURRENT,BR129,2025-11-25,631410.76,DORMANT
ACC002691,CUST00269,CURRENT,BR604,2022-02-06,676897.04,ACTIVE
ACC002692,CUST00269,CURRENT,BR930,2025-12-30,601452.41,DORMANT
ACC002693,CUST00269,SAVINGS,BR413,2021-02-07,348861.41,BLOCKED
ACC002701,CUST00270,CURRENT,BR898,2024-07-30,142184.23,DORMANT
ACC002711,CUST00271,SAVINGS,BR133,2019-02-02,533807.29,DORMANT
ACC002721,CUST00272,SALARY,BR402,2024-04-13,433958.6,DORMANT
ACC002731,CUST00273,SALARY,BR282,2021-08-22,779057.54,DORMANT
ACC002732,CUST00273,SALARY,BR894,2025-04-03,132700.33,BLOCKED
ACC002733,CUST00273,SALARY,BR662,2023-12-05,130707.05,BLOCKED
ACC002741,CUST00274,SALARY,BR390,2024-03-06,118441.55,BLOCKED
ACC002742,CUST00274,SAVINGS,BR694,2023-10-29,309264.76,BLOCKED
ACC002751,CUST00275,CURRENT,BR633,2021-07-05,586123.81,ACTIVE
ACC002761,CUST00276,CURRENT,BR273,2019-12-20,293382.8,ACTIVE
ACC002762,CUST00276,SAVINGS,BR792,2024-08-09,419585.17,BLOCKED
ACC002771,CUST00277,SALARY,BR609,2021-01-17,970446.26,BLOCKED
ACC002772,CUST00277,CURRENT,BR499,2020-12-18,150830.62,BLOCKED
ACC002781,CUST00278,CURRENT,BR608,2019-09-20,787165.95,DORMANT
ACC002791,CUST00279,SAVINGS,BR137,2019-09-05,859513.24,ACTIVE
ACC002792,CUST00279,SALARY,BR881,2023-03-05,38724.1,DORMANT
ACC002801,CUST00280,SALARY,BR348,2021-01-12,337627.96,DORMANT
ACC002811,CUST00281,CURRENT,BR660,2021-05-26,934909.61,ACTIVE
ACC002821,CUST00282,SAVINGS,BR370,2024-04-05,530669.77,ACTIVE
ACC002822,CUST00282,SALARY,BR915,2022-12-11,57294.98,BLOCKED
ACC002823,CUST00282,CURRENT,BR160,2025-09-01,272278.27,BLOCKED
ACC002831,CUST00283,SALARY,BR566,2020-07-21,341116.84,ACTIVE
ACC002832,CUST00283,SAVINGS,BR350,2021-05-29,764702.27,BLOCKED
ACC002833,CUST00283,CURRENT,BR673,2020-10-25,799425.78,DORMANT
ACC002841,CUST00284,SALARY,BR644,2023-01-20,849651.83,ACTIVE
ACC002842,CUST00284,SALARY,BR338,2025-05-28,488560.05,ACTIVE
ACC002843,CUST00284,SAVINGS,BR426,2025-12-01,767649.82,BLOCKED
ACC002851,CUST00285,SAVINGS,BR165,2022-06-17,387761.54,DORMANT
ACC002852,CUST00285,SAVINGS,BR663,2019-09-30,37193.1,ACTIVE
ACC002861,CUST00286,SAVINGS,BR482,2022-11-10,364588.94,BLOCKED
ACC002862,CUST00286,SAVINGS,BR443,2025-06-07,296153.56,ACTIVE
ACC002863,CUST00286,CURRENT,BR950,2023-11-22,152440.79,DORMANT
ACC002871,CUST00287,CURRENT,BR991,2024-06-06,349350.49,BLOCKED
ACC002872,CUST00287,SALARY,BR356,2023-07-10,299520.19,DORMANT
ACC002881,CUST00288,CURRENT,BR346,2025-07-16,931281.61,ACTIVE
ACC002882,CUST00288,SALARY,BR726,2024-09-24,187047.17,DORMANT
ACC002891,CUST00289,CURRENT,BR306,2021-02-12,589179.48,BLOCKED
ACC002892,CUST00289,SALARY,BR140,2019-03-28,835251.35,ACTIVE
ACC002901,CUST00290,SALARY,BR314,2023-09-27,547553.59,BLOCKED
ACC002902,CUST00290,CURRENT,BR609,2022-06-13,273889.98,DORMANT
ACC002903,CUST00290,CURRENT,BR864,2024-07-15,955015.22,BLOCKED
ACC002911,CUST00291,SALARY,BR193,2024-05-13,262158.13,BLOCKED
ACC002912,CUST00291,SAVINGS,BR168,2024-07-04,331361.87,BLOCKED
ACC002913,CUST00291,CURRENT,BR843,2018-08-23,72654.79,BLOCKED
ACC002921,CUST00292,SALARY,BR495,2023-09-20,794157.99,BLOCKED
ACC002922,CUST00292,CURRENT,BR543,2022-01-07,883578.15,ACTIVE
ACC002923,CUST00292,CURRENT,BR865,2025-06-10,754005.47,BLOCKED
ACC002931,CUST00293,CURRENT,BR254,2023-02-12,391044.4,BLOCKED
ACC002932,CUST00293,SAVINGS,BR863,2024-04-11,42127.78,BLOCKED
ACC002941,CUST00294,CURRENT,BR415,2021-08-18,716764.52,BLOCKED
ACC002951,CUST00295,SAVINGS,BR625,2019-07-27,699235.29,DORMANT
ACC002952,CUST00295,SALARY,BR242,2022-03-09,46520.02,DORMANT
ACC002961,CUST00296,CURRENT,BR684,2021-09-14,119723.81,DORMANT
ACC002962,CUST00296,SALARY,BR284,2024-03-30,889266.66,BLOCKED
ACC002963,CUST00296,SAVINGS,BR613,2025-11-24,311876.4,ACTIVE
ACC002971,CUST00297,SAVINGS,BR657,2024-05-23,635108.39,ACTIVE
ACC002972,CUST00297,SALARY,BR240,2019-09-23,683240.11,ACTIVE
ACC002981,CUST00298,SALARY,BR758,2021-12-27,195665.35,BLOCKED
ACC002982,CUST00298,SALARY,BR229,2022-09-19,619068.64,ACTIVE
ACC002983,CUST00298,SAVINGS,BR306,2024-10-04,441316.91,BLOCKED
ACC002991,CUST00299,SAVINGS,BR847,2024-07-06,846629.75,BLOCKED
ACC002992,CUST00299,SAVINGS,BR258,2021-08-25,251527.8,DORMANT
ACC003001,CUST00300,CURRENT,BR771,2021-10-30,529667.11,ACTIVE
ACC003002,CUST00300,CURRENT,BR577,2022-08-21,324816.51,ACTIVE
ACC003011,CUST00301,SAVINGS,BR799,2021-11-24,26987.91,DORMANT
ACC003021,CUST00302,CURRENT,BR369,2019-03-25,844299.89,BLOCKED
ACC003022,CUST00302,SALARY,BR165,2022-11-12,924266.17,BLOCKED
ACC003031,CUST00303,CURRENT,BR359,2025-07-21,602491.53,BLOCKED
ACC003032,CUST00303,SAVINGS,BR121,2024-02-07,695998.32,ACTIVE
ACC003041,CUST00304,SAVINGS,BR322,2022-11-19,786558.62,BLOCKED
ACC003042,CUST00304,SAVINGS,BR290,2021-06-18,301781.1,DORMANT
ACC003051,CUST00305,SAVINGS,BR537,2025-06-28,808480.91,BLOCKED
ACC003052,CUST00305,CURRENT,BR749,2022-12-11,273859.16,ACTIVE
ACC003061,CUST00306,CURRENT,BR183,2022-10-03,392510.93,DORMANT
ACC003062,CUST00306,SALARY,BR695,2020-07-16,773505.87,BLOCKED
ACC003063,CUST00306,SALARY,BR472,2023-01-07,434627.34,DORMANT
ACC003071,CUST00307,CURRENT,BR767,2024-06-08,628861.04,ACTIVE
ACC003081,CUST00308,CURRENT,BR874,2025-04-03,464472.33,ACTIVE
ACC003082,CUST00308,SALARY,BR961,2022-02-26,690430.49,BLOCKED
ACC003091,CUST00309,SALARY,BR578,2023-09-28,953646.14,BLOCKED
ACC003092,CUST00309,SAVINGS,BR672,2019-03-23,937188.83,ACTIVE
ACC003101,CUST00310,CURRENT,BR576,2023-01-06,669295.19,DORMANT
ACC003102,CUST00310,SAVINGS,BR807,2020-12-21,789162.2,ACTIVE
ACC003103,CUST00310,SALARY,BR169,2019-08-07,774753.47,DORMANT
ACC003111,CUST00311,SAVINGS,BR367,2021-09-30,371907.95,ACTIVE
ACC003112,CUST00311,SALARY,BR226,2023-08-10,442609.32,BLOCKED
ACC003121,CUST00312,CURRENT,BR829,2023-11-30,292240.25,DORMANT
ACC003122,CUST00312,CURRENT,BR710,2020-06-26,382011.67,ACTIVE
ACC003131,CUST00313,SALARY,BR984,2020-03-08,752361.56,DORMANT
ACC003132,CUST00313,SALARY,BR709,2026-02-23,957902.25,ACTIVE
ACC003141,CUST00314,SALARY,BR373,2020-07-24,242572.46,ACTIVE
ACC003142,CUST00314,SALARY,BR686,2019-01-28,477915.98,BLOCKED
ACC003143,CUST00314,CURRENT,BR762,2020-05-20,131573.01,DORMANT
ACC003151,CUST00315,CURRENT,BR166,2025-09-12,408820.11,DORMANT
ACC003161,CUST00316,CURRENT,BR750,2022-08-14,770499.61,ACTIVE
ACC003171,CUST00317,SAVINGS,BR991,2019-10-03,255712.24,DORMANT
ACC003181,CUST00318,SALARY,BR330,2025-12-17,11596.3,ACTIVE
ACC003182,CUST00318,SAVINGS,BR113,2022-01-13,535673.05,BLOCKED
ACC003191,CUST00319,CURRENT,BR138,2018-04-21,253829.5,ACTIVE
ACC003201,CUST00320,SALARY,BR127,2021-07-12,167408.66,DORMANT
ACC003202,CUST00320,SAVINGS,BR426,2023-07-12,723013.59,ACTIVE
ACC003203,CUST00320,CURRENT,BR361,2022-06-30,409379.83,DORMANT
ACC003211,CUST00321,CURRENT,BR176,2026-02-25,724070.43,BLOCKED
ACC003212,CUST00321,SALARY,BR508,2019-10-15,439927.81,DORMANT
ACC003213,CUST00321,SALARY,BR329,2019-11-13,892860.35,DORMANT
ACC003221,CUST00322,SAVINGS,BR483,2023-08-12,783839.2,DORMANT
ACC003231,CUST00323,CURRENT,BR590,2025-09-03,667554.16,ACTIVE
ACC003241,CUST00324,CURRENT,BR217,2024-07-16,723304.33,ACTIVE
ACC003251,CUST00325,CURRENT,BR493,2019-04-30,462603.88,ACTIVE
ACC003261,CUST00326,SAVINGS,BR760,2024-03-02,901941.07,DORMANT
ACC003271,CUST00327,SAVINGS,BR320,2019-03-22,804813.81,DORMANT
ACC003272,CUST00327,SALARY,BR694,2023-06-03,652765.91,DORMANT
ACC003273,CUST00327,SALARY,BR454,2020-10-16,350085.57,BLOCKED
ACC003281,CUST00328,CURRENT,BR809,2020-12-17,994560.42,DORMANT
ACC003282,CUST00328,SALARY,BR750,2020-04-12,356411.77,DORMANT
ACC003291,CUST00329,SAVINGS,BR991,2023-12-03,950603.65,ACTIVE
ACC003292,CUST00329,CURRENT,BR953,2024-10-14,297863.88,BLOCKED
ACC003293,CUST00329,SAVINGS,BR204,2021-06-28,68424.75,ACTIVE
ACC003301,CUST00330,SALARY,BR452,2020-08-04,710830.13,DORMANT
ACC003302,CUST00330,SAVINGS,BR524,2021-11-05,568112.6,ACTIVE
ACC003303,CUST00330,SAVINGS,BR859,2024-04-15,662643.13,ACTIVE
ACC003311,CUST00331,SAVINGS,BR365,2024-01-10,239665.32,DORMANT
ACC003321,CUST00332,SAVINGS,BR394,2021-01-29,803129.57,BLOCKED
ACC003322,CUST00332,CURRENT,BR269,2022-10-01,798152.48,ACTIVE
ACC003331,CUST00333,CURRENT,BR402,2021-08-03,427263.07,BLOCKED
ACC003341,CUST00334,SAVINGS,BR274,2025-03-02,897009.55,ACTIVE
ACC003342,CUST00334,SAVINGS,BR833,2023-12-24,949458.92,DORMANT
ACC003343,CUST00334,CURRENT,BR609,2020-11-30,273179.97,DORMANT
ACC003351,CUST00335,SALARY,BR480,2020-09-09,599318.74,BLOCKED
ACC003361,CUST00336,SAVINGS,BR231,2019-10-01,501084.78,DORMANT
