transaction_id,account_id,transaction_timestamp,transaction_type,amount,merchant_name,payment_channel,device_id,transaction_status,fraud_flag
TXN005799,ACC002833,2026-04-06 10:19:26.962782,NEFT,34592.43,Flipkart,BRANCH,DEV85765,FAILED,NO
TXN0057910,ACC002833,2026-03-20 13:41:26.962786,ATM,11102.61,Myntra,MOBILE,DEV45313,PENDING,NO
TXN0057911,ACC002833,2025-09-22 22:48:26.962791,NEFT,1889.67,Amazon,WEB,DEV60642,FAILED,NO
TXN0057912,ACC002833,2025-07-07 02:46:26.962796,UPI,23619.02,Reliance Mart,ATM,DEV28987,SUCCESS,NO
TXN0057913,ACC002833,2025-08-02 07:12:26.962801,IMPS,44620.53,Uber,ATM,DEV12450,PENDING,YES
TXN0057914,ACC002833,2026-03-19 02:25:26.962805,IMPS,11263.69,Flipkart,ATM,DEV57427,SUCCESS,NO
TXN0057915,ACC002833,2026-01-08 17:12:26.962810,NEFT,35055.72,Swiggy,ATM,DEV79988,FAILED,NO
TXN0057916,ACC002833,2025-09-09 18:47:26.962816,CASH_DEPOSIT,5413.87,Flipkart,ATM,DEV90299,SUCCESS,NO
TXN0057917,ACC002833,2026-01-11 08:50:26.962821,POS,23156.97,IRCTC,ATM,DEV55267,FAILED,NO
TXN0057918,ACC002833,2026-05-09 21:54:26.962826,POS,22044.56,Flipkart,MOBILE,DEV82774,SUCCESS,NO
TXN0057919,ACC002833,2025-07-04 06:06:26.962830,IMPS,8250.93,Reliance Mart,ATM,DEV31915,FAILED,NO
TXN0057920,ACC002833,2025-06-12 00:41:26.962835,CASH_DEPOSIT,41562.76,Reliance Mart,ATM,DEV58908,PENDING,YES
TXN0057921,ACC002833,2026-04-27 12:53:26.962840,CASH_DEPOSIT,32715.38,Myntra,MOBILE,DEV83435,FAILED,NO
TXN0057922,ACC002833,2026-02-25 08:18:26.962845,UPI,40084.9,Amazon,BRANCH,DEV96045,SUCCESS,YES
TXN0057923,ACC002833,2025-06-30 22:10:26.962849,UPI,47791.05,Uber,WEB,DEV97661,FAILED,YES
TXN0057924,ACC002833,2025-08-29 22:53:26.962854,CASH_DEPOSIT,13712.42,Reliance Mart,BRANCH,DEV65620,PENDING,NO
TXN0057925,ACC002833,2026-05-11 17:41:26.962859,ATM,31350.79,Amazon,WEB,DEV23681,SUCCESS,NO
TXN0057926,ACC002833,2025-06-07 06:32:26.962864,CASH_DEPOSIT,37336.06,Zomato,MOBILE,DEV36739,FAILED,NO
TXN0057927,ACC002833,2026-04-01 17:38:26.962872,ATM,33182.57,Reliance Mart,BRANCH,DEV14158,PENDING,NO
TXN0057928,ACC002833,2026-01-17 16:58:26.962877,ATM,24588.56,Flipkart,ATM,DEV27170,FAILED,NO
TXN0057929,ACC002833,2026-01-08 22:23:26.962882,CASH_DEPOSIT,33366.97,Myntra,ATM,DEV58496,PENDING,NO
TXN0057930,ACC002833,2025-06-26 14:38:26.962887,NEFT,17459.44,Amazon,BRANCH,DEV36870,PENDING,NO
TXN0057931,ACC002833,2025-10-30 12:04:26.962892,NEFT,35204.96,Uber,WEB,DEV46917,FAILED,NO
TXN0057932,ACC002833,2025-11-07 22:55:26.962897,IMPS,17064.21,Amazon,MOBILE,DEV97272,FAILED,NO
TXN0057933,ACC002833,2025-12-19 16:01:26.962902,NEFT,39486.01,IRCTC,BRANCH,DEV56072,SUCCESS,NO
TXN0057934,ACC002833,2026-02-08 08:38:26.962907,POS,37934.32,Myntra,MOBILE,DEV89812,PENDING,NO
TXN0057935,ACC002833,2026-03-24 01:34:26.962912,UPI,46505.23,Swiggy,WEB,DEV91617,FAILED,YES
TXN0057936,ACC002833,2025-07-14 12:08:26.962917,IMPS,33242.46,Reliance Mart,WEB,DEV60348,PENDING,NO
TXN0057937,ACC002833,2025-09-21 09:30:26.962922,IMPS,31568.72,Flipkart,ATM,DEV37170,SUCCESS,NO
TXN0057938,ACC002833,2025-07-24 19:02:26.962927,POS,21369.42,IRCTC,MOBILE,DEV49157,PENDING,NO
TXN0057939,ACC002833,2025-11-30 11:50:26.962931,POS,19986.99,Zomato,BRANCH,DEV87349,PENDING,NO
TXN0057940,ACC002833,2026-04-19 19:20:26.962936,CASH_DEPOSIT,27226.48,Flipkart,WEB,DEV17174,SUCCESS,NO
TXN0057941,ACC002833,2025-10-15 12:59:26.962941,UPI,43976.74,Reliance Mart,ATM,DEV41834,SUCCESS,YES
TXN0057942,ACC002833,2025-08-03 04:51:26.962946,NEFT,45199.06,Swiggy,ATM,DEV47191,PENDING,YES
TXN0057943,ACC002833,2025-07-27 10:19:26.962950,IMPS,24742.42,Reliance Mart,BRANCH,DEV77027,SUCCESS,NO
TXN0057944,ACC002833,2026-04-04 16:00:26.962955,UPI,2807.11,Reliance Mart,WEB,DEV18424,FAILED,NO
TXN0057945,ACC002833,2025-07-01 10:50:26.962960,NEFT,18062.94,IRCTC,ATM,DEV46860,PENDING,NO
TXN0057946,ACC002833,2026-03-01 08:39:26.962965,NEFT,44438.22,Uber,MOBILE,DEV23152,FAILED,YES
TXN0057947,ACC002833,2025-09-06 15:15:26.962970,ATM,713.29,Swiggy,MOBILE,DEV16807,PENDING,NO
TXN005801,ACC002841,2025-07-14 03:22:26.962998,IMPS,21515.49,Reliance Mart,BRANCH,DEV86353,PENDING,NO
TXN005802,ACC002841,2025-07-21 21:53:26.963004,ATM,7446.27,IRCTC,ATM,DEV40078,SUCCESS,NO
TXN005803,ACC002841,2025-08-12 14:20:26.963009,UPI,21304.98,Reliance Mart,BRANCH,DEV76231,SUCCESS,NO
TXN005804,ACC002841,2025-08-30 14:08:26.963014,IMPS,6971.85,Zomato,MOBILE,DEV98288,SUCCESS,NO
TXN005805,ACC002841,2026-04-26 23:31:26.963018,POS,32811.19,Uber,ATM,DEV56424,FAILED,NO
TXN005806,ACC002841,2026-03-27 11:19:26.963023,ATM,26866.8,Zomato,MOBILE,DEV67756,PENDING,NO
TXN005807,ACC002841,2025-10-28 13:05:26.963028,NEFT,11838.83,Flipkart,ATM,DEV88593,PENDING,NO
TXN005808,ACC002841,2026-03-12 16:33:26.963034,IMPS,27627.68,Reliance Mart,ATM,DEV17031,SUCCESS,NO
TXN005809,ACC002841,2025-12-06 22:09:26.963038,NEFT,8654.77,Zomato,BRANCH,DEV80776,FAILED,NO
TXN0058010,ACC002841,2025-07-11 10:11:26.963043,NEFT,29890.49,Uber,MOBILE,DEV91203,SUCCESS,NO
TXN0058011,ACC002841,2025-09-23 23:56:26.963048,POS,5940.47,Zomato,BRANCH,DEV28844,PENDING,NO
TXN0058012,ACC002841,2026-03-13 14:47:26.963052,UPI,34961.65,Uber,MOBILE,DEV42814,PENDING,NO
TXN0058013,ACC002841,2025-12-25 14:43:26.963057,NEFT,38244.44,Flipkart,WEB,DEV23112,PENDING,NO
TXN0058014,ACC002841,2026-05-07 09:10:26.963061,NEFT,26053.09,Flipkart,ATM,DEV32623,PENDING,NO
TXN0058015,ACC002841,2025-07-20 00:32:26.963066,CASH_DEPOSIT,34567.25,Zomato,WEB,DEV62721,FAILED,NO
TXN0058016,ACC002841,2025-07-25 22:23:26.963071,ATM,35057.2,Uber,WEB,DEV50783,SUCCESS,NO
TXN0058017,ACC002841,2025-09-24 05:07:26.963075,CASH_DEPOSIT,8424.17,Amazon,ATM,DEV73888,FAILED,NO
TXN0058018,ACC002841,2026-01-13 05:12:26.963079,CASH_DEPOSIT,22605.23,Flipkart,MOBILE,DEV91351,PENDING,NO
TXN0058019,ACC002841,2026-04-14 11:46:26.963084,IMPS,17329.96,IRCTC,MOBILE,DEV14432,FAILED,NO
TXN0058020,ACC002841,2026-01-01 17:45:26.963089,UPI,13277.34,Uber,BRANCH,DEV15369,SUCCESS,NO
TXN0058021,ACC002841,2026-01-06 16:08:26.963094,UPI,31111.54,Swiggy,WEB,DEV78865,FAILED,NO
TXN0058022,ACC002841,2026-02-15 13:37:26.963099,ATM,44761.72,Reliance Mart,WEB,DEV69177,FAILED,YES
TXN0058023,ACC002841,2025-12-29 18:21:26.963103,IMPS,24316.62,Uber,WEB,DEV37194,SUCCESS,NO
TXN0058024,ACC002841,2026-03-01 13:55:26.963108,IMPS,28243.32,Uber,BRANCH,DEV36269,SUCCESS,NO
TXN0058025,ACC002841,2025-10-19 10:22:26.963114,NEFT,5086.78,Reliance Mart,ATM,DEV95151,SUCCESS,NO
TXN005811,ACC002842,2026-03-28 16:07:26.963141,POS,42878.07,IRCTC,WEB,DEV25779,PENDING,YES
TXN005812,ACC002842,2025-06-22 00:09:26.963146,UPI,39014.46,Swiggy,BRANCH,DEV76597,SUCCESS,NO
TXN005813,ACC002842,2025-07-17 15:40:26.963151,POS,10669.21,Uber,WEB,DEV65074,SUCCESS,NO
TXN005814,ACC002842,2025-08-21 08:06:26.963156,ATM,15896.85,Swiggy,WEB,DEV70768,PENDING,NO
TXN005815,ACC002842,2025-08-19 05:06:26.963160,ATM,7908.32,Reliance Mart,BRANCH,DEV14019,FAILED,NO
TXN005816,ACC002842,2025-08-31 22:39:26.963165,POS,4239.8,IRCTC,BRANCH,DEV99373,SUCCESS,NO
TXN005817,ACC002842,2026-04-04 10:01:26.963170,NEFT,5829.42,Amazon,MOBILE,DEV65988,FAILED,NO
TXN005818,ACC002842,2026-05-01 12:09:26.963175,NEFT,14723.46,Reliance Mart,ATM,DEV68913,FAILED,NO
TXN005819,ACC002842,2025-08-27 17:13:26.963180,UPI,10186.96,IRCTC,MOBILE,DEV10275,FAILED,NO
TXN0058110,ACC002842,2025-06-22 09:53:26.963184,UPI,32209.33,Myntra,WEB,DEV12546,PENDING,NO
TXN0058111,ACC002842,2025-08-18 16:18:26.963189,NEFT,26390.18,IRCTC,MOBILE,DEV28150,SUCCESS,NO
TXN0058112,ACC002842,2025-11-01 00:32:26.963194,POS,29234.58,IRCTC,BRANCH,DEV55070,FAILED,NO
TXN0058113,ACC002842,2025-08-24 00:07:26.963198,CASH_DEPOSIT,33567.33,Reliance Mart,BRANCH,DEV63465,PENDING,NO
TXN0058114,ACC002842,2026-01-12 13:38:26.963203,CASH_DEPOSIT,35276.7,Amazon,MOBILE,DEV91977,PENDING,NO
TXN0058115,ACC002842,2025-06-17 06:02:26.963208,IMPS,29670.88,Swiggy,WEB,DEV57132,SUCCESS,NO
TXN0058116,ACC002842,2025-12-17 05:14:26.963212,ATM,45497.46,Myntra,BRANCH,DEV38273,SUCCESS,YES
TXN0058117,ACC002842,2025-12-07 08:38:26.963217,IMPS,31093.45,Amazon,MOBILE,DEV56509,SUCCESS,NO
TXN0058118,ACC002842,2025-11-27 20:23:26.963222,NEFT,8198.64,Flipkart,WEB,DEV41136,PENDING,NO
TXN0058119,ACC002842,2025-07-11 21:52:26.963227,ATM,37846.87,IRCTC,BRANCH,DEV72639,FAILED,NO
TXN0058120,ACC002842,2025-12-10 08:37:26.963231,NEFT,47639.58,Flipkart,ATM,DEV28596,FAILED,YES
TXN005821,ACC002843,2026-05-11 05:43:26.963258,POS,40196.99,Flipkart,BRANCH,DEV73545,SUCCESS,YES
TXN005822,ACC002843,2026-03-12 23:11:26.963264,ATM,39086.31,Amazon,WEB,DEV61505,SUCCESS,NO
TXN005823,ACC002843,2025-11-07 10:49:26.963269,IMPS,35977.56,IRCTC,WEB,DEV88644,SUCCESS,NO
TXN005824,ACC002843,2025-06-10 21:45:26.963274,POS,12332.81,Amazon,WEB,DEV39121,PENDING,NO
TXN005825,ACC002843,2026-04-20 00:53:26.963279,UPI,20118.04,Myntra,MOBILE,DEV51031,PENDING,NO
TXN005826,ACC002843,2025-06-25 18:08:26.963283,POS,27900.56,Myntra,WEB,DEV18811,SUCCESS,NO
TXN005827,ACC002843,2025-09-02 19:37:26.963288,CASH_DEPOSIT,34781.18,IRCTC,WEB,DEV64146,FAILED,NO
TXN005828,ACC002843,2025-12-10 04:59:26.963293,POS,12664.21,Amazon,ATM,DEV96400,FAILED,NO
TXN005829,ACC002843,2026-04-03 15:47:26.963297,POS,5558.96,Uber,MOBILE,DEV34169,FAILED,NO
TXN0058210,ACC002843,2025-11-25 12:38:26.963302,NEFT,26180.68,Zomato,ATM,DEV15681,PENDING,NO
TXN0058211,ACC002843,2025-07-31 03:23:26.963307,POS,2497.79,Myntra,MOBILE,DEV76629,SUCCESS,NO
TXN0058212,ACC002843,2026-01-03 10:46:26.963312,IMPS,8160.45,Swiggy,ATM,DEV75681,PENDING,NO
TXN0058213,ACC002843,2025-06-09 13:49:26.963317,IMPS,43828.28,Zomato,BRANCH,DEV32308,FAILED,YES
TXN0058214,ACC002843,2025-06-03 07:48:26.963321,POS,8237.86,Amazon,ATM,DEV59691,SUCCESS,NO
TXN0058215,ACC002843,2025-12-08 12:07:26.963326,NEFT,7282.14,Swiggy,MOBILE,DEV81132,PENDING,NO
TXN0058216,ACC002843,2025-06-14 23:16:26.963330,IMPS,37892.67,Zomato,BRANCH,DEV44943,PENDING,NO
TXN0058217,ACC002843,2025-07-09 20:18:26.963335,ATM,31779.76,Zomato,BRANCH,DEV80040,SUCCESS,NO
TXN0058218,ACC002843,2025-11-17 22:53:26.963340,UPI,25872.15,Amazon,ATM,DEV71879,SUCCESS,NO
TXN0058219,ACC002843,2025-10-22 07:09:26.963344,IMPS,27337.32,Myntra,WEB,DEV76413,SUCCESS,NO
TXN0058220,ACC002843,2025-07-01 19:38:26.963349,NEFT,45549.06,Zomato,WEB,DEV85839,SUCCESS,YES
TXN005831,ACC002851,2025-12-09 13:17:26.963375,CASH_DEPOSIT,40939.02,Swiggy,WEB,DEV72762,SUCCESS,YES
TXN005832,ACC002851,2026-01-24 20:18:26.963380,CASH_DEPOSIT,22999.32,Uber,ATM,DEV56372,PENDING,NO
TXN005833,ACC002851,2026-04-20 22:28:26.963384,IMPS,34130.77,Uber,MOBILE,DEV65042,FAILED,NO
TXN005834,ACC002851,2026-04-27 13:09:26.963389,CASH_DEPOSIT,31677.18,Amazon,MOBILE,DEV34349,FAILED,NO
TXN005835,ACC002851,2025-09-12 06:02:26.963395,POS,34498.22,IRCTC,MOBILE,DEV83239,SUCCESS,NO
TXN005836,ACC002851,2025-09-08 14:52:26.963399,ATM,30592.14,Flipkart,BRANCH,DEV56627,FAILED,NO
TXN005837,ACC002851,2025-09-03 16:07:26.963404,NEFT,16696.24,Amazon,BRANCH,DEV13888,FAILED,NO
TXN005838,ACC002851,2025-09-18 16:44:26.963418,POS,23990.58,Myntra,WEB,DEV63125,PENDING,NO
TXN005839,ACC002851,2026-03-10 04:07:26.963424,CASH_DEPOSIT,8603.9,Amazon,WEB,DEV18075,FAILED,NO
TXN0058310,ACC002851,2025-11-05 01:15:26.963429,POS,1567.59,Uber,BRANCH,DEV19121,PENDING,NO
TXN0058311,ACC002851,2026-05-07 20:55:26.963434,IMPS,47558.39,Uber,WEB,DEV19923,FAILED,YES
TXN0058312,ACC002851,2026-03-05 23:53:26.963439,NEFT,15995.69,Uber,BRANCH,DEV13496,PENDING,NO
TXN0058313,ACC002851,2025-09-27 16:55:26.963444,IMPS,44977.56,IRCTC,BRANCH,DEV67733,SUCCESS,YES
TXN0058314,ACC002851,2025-08-03 00:48:26.963448,CASH_DEPOSIT,26532.48,IRCTC,MOBILE,DEV96735,FAILED,NO
TXN0058315,ACC002851,2026-04-03 23:53:26.963453,CASH_DEPOSIT,31783.63,IRCTC,ATM,DEV36154,SUCCESS,NO
TXN0058316,ACC002851,2026-04-15 14:46:26.963458,POS,37809.85,Zomato,WEB,DEV78345,SUCCESS,NO
TXN0058317,ACC002851,2025-12-04 04:08:26.963462,CASH_DEPOSIT,15248.29,Swiggy,BRANCH,DEV19531,PENDING,NO
TXN0058318,ACC002851,2026-02-28 12:57:26.963467,IMPS,38370.47,Reliance Mart,WEB,DEV49820,SUCCESS,NO
TXN0058319,ACC002851,2025-07-18 23:54:26.963472,IMPS,15384.97,IRCTC,WEB,DEV14193,SUCCESS,NO
TXN0058320,ACC002851,2025-12-09 16:56:26.963476,CASH_DEPOSIT,15209.32,Flipkart,WEB,DEV57404,SUCCESS,NO
TXN0058321,ACC002851,2025-11-13 22:37:26.963482,ATM,26977.98,Swiggy,WEB,DEV38301,PENDING,NO
TXN0058322,ACC002851,2026-04-17 05:42:26.963487,UPI,20118.23,Zomato,MOBILE,DEV61541,FAILED,NO
TXN005841,ACC002852,2025-06-17 22:34:26.963517,IMPS,3114.28,Amazon,MOBILE,DEV92547,FAILED,NO
TXN005842,ACC002852,2025-12-28 17:15:26.963523,UPI,49964.53,Myntra,WEB,DEV36249,FAILED,YES
TXN005843,ACC002852,2025-09-19 04:28:26.963528,NEFT,16835.88,Swiggy,BRANCH,DEV27566,SUCCESS,NO
TXN005844,ACC002852,2025-10-18 10:57:26.963533,NEFT,48460.46,Myntra,ATM,DEV64299,SUCCESS,YES
TXN005845,ACC002852,2026-01-15 20:54:26.963538,IMPS,29133.6,Myntra,WEB,DEV22556,PENDING,NO
TXN005846,ACC002852,2026-01-01 20:53:26.963542,IMPS,28955.96,Uber,BRANCH,DEV55652,FAILED,NO
TXN005847,ACC002852,2025-05-31 09:19:26.963547,CASH_DEPOSIT,3822.74,Uber,MOBILE,DEV45075,SUCCESS,NO
TXN005848,ACC002852,2026-02-01 10:33:26.963552,POS,8633.41,Amazon,ATM,DEV20027,FAILED,NO
TXN005849,ACC002852,2025-10-03 04:45:26.963556,UPI,30833.69,IRCTC,BRANCH,DEV42913,FAILED,NO
TXN0058410,ACC002852,2025-12-07 16:42:26.963561,CASH_DEPOSIT,39361.72,Amazon,WEB,DEV79147,PENDING,NO
TXN0058411,ACC002852,2026-05-05 06:28:26.963566,UPI,13213.65,Uber,BRANCH,DEV72271,FAILED,NO
TXN0058412,ACC002852,2025-09-29 08:56:26.963570,POS,28232.03,Reliance Mart,WEB,DEV11996,PENDING,NO
TXN0058413,ACC002852,2026-02-21 14:47:26.963575,NEFT,18989.41,Amazon,ATM,DEV49056,SUCCESS,NO
TXN0058414,ACC002852,2025-11-14 09:35:26.963580,POS,24100.94,Myntra,BRANCH,DEV43229,FAILED,NO
TXN0058415,ACC002852,2026-01-24 18:20:26.963584,NEFT,41224.35,Zomato,WEB,DEV47059,SUCCESS,YES
TXN0058416,ACC002852,2026-03-31 05:17:26.963589,POS,16398.74,Reliance Mart,BRANCH,DEV90875,FAILED,NO
TXN0058417,ACC002852,2026-01-18 12:48:26.963593,CASH_DEPOSIT,23982.13,Zomato,BRANCH,DEV75793,PENDING,NO
TXN0058418,ACC002852,2026-05-10 13:22:26.963599,ATM,44219.93,Reliance Mart,BRANCH,DEV49229,PENDING,YES
TXN0058419,ACC002852,2026-02-19 03:37:26.963604,ATM,9422.44,Amazon,WEB,DEV53687,FAILED,NO
TXN0058420,ACC002852,2026-02-19 12:18:26.963609,ATM,17415.93,Zomato,BRANCH,DEV32630,SUCCESS,NO
TXN0058421,ACC002852,2025-08-20 02:02:26.963616,IMPS,27676.12,IRCTC,MOBILE,DEV70332,PENDING,NO
TXN0058422,ACC002852,2025-12-21 18:48:26.963621,IMPS,34689.07,Amazon,MOBILE,DEV56931,SUCCESS,NO
TXN0058423,ACC002852,2026-04-13 05:54:26.963627,POS,34472.99,Zomato,ATM,DEV17213,PENDING,NO
TXN0058424,ACC002852,2025-08-15 04:42:26.963632,CASH_DEPOSIT,34162.49,Zomato,MOBILE,DEV77173,SUCCESS,NO
TXN0058425,ACC002852,2026-02-04 03:29:26.963636,NEFT,43335.66,Zomato,ATM,DEV53703,FAILED,YES
TXN0058426,ACC002852,2026-03-19 15:40:26.963641,CASH_DEPOSIT,20647.0,Myntra,WEB,DEV45181,PENDING,NO
TXN0058427,ACC002852,2026-01-08 10:14:26.963645,ATM,33171.17,IRCTC,BRANCH,DEV66386,PENDING,NO
TXN0058428,ACC002852,2025-09-27 23:33:26.963650,UPI,9573.04,Swiggy,MOBILE,DEV51916,PENDING,NO
TXN0058429,ACC002852,2025-07-02 07:44:26.963655,ATM,19219.98,IRCTC,ATM,DEV56793,SUCCESS,NO
TXN0058430,ACC002852,2026-03-16 20:57:26.963660,ATM,45877.13,Reliance Mart,ATM,DEV94218,FAILED,YES
TXN005851,ACC002861,2026-02-17 03:35:26.963685,IMPS,17602.08,Flipkart,WEB,DEV84760,FAILED,NO
TXN005852,ACC002861,2026-01-02 11:52:26.963691,ATM,26176.77,IRCTC,MOBILE,DEV41601,FAILED,NO
TXN005853,ACC002861,2025-06-17 18:19:26.963695,UPI,1355.76,Amazon,BRANCH,DEV52243,FAILED,NO
TXN005854,ACC002861,2025-07-26 11:51:26.963700,UPI,38164.59,Flipkart,ATM,DEV89659,FAILED,NO
TXN005855,ACC002861,2026-01-23 01:12:26.963705,NEFT,46764.82,Swiggy,BRANCH,DEV83844,SUCCESS,YES
TXN005856,ACC002861,2025-06-12 02:35:26.963710,ATM,6263.76,Zomato,WEB,DEV87680,FAILED,NO
TXN005857,ACC002861,2025-07-10 22:40:26.963714,NEFT,3396.01,Swiggy,ATM,DEV79096,PENDING,NO
TXN005858,ACC002861,2025-10-22 06:19:26.963721,IMPS,45247.03,Swiggy,MOBILE,DEV84462,SUCCESS,YES
TXN005859,ACC002861,2025-09-06 19:59:26.963726,UPI,30907.26,Flipkart,MOBILE,DEV94901,FAILED,NO
TXN0058510,ACC002861,2025-09-20 16:11:26.963730,CASH_DEPOSIT,21468.94,Myntra,MOBILE,DEV65622,FAILED,NO
TXN0058511,ACC002861,2026-03-14 06:04:26.963735,ATM,43913.69,Reliance Mart,WEB,DEV25828,FAILED,YES
TXN0058512,ACC002861,2025-11-30 05:41:26.963740,CASH_DEPOSIT,42866.1,Swiggy,WEB,DEV39103,SUCCESS,YES
TXN0058513,ACC002861,2025-09-22 00:29:26.963744,POS,3254.78,IRCTC,WEB,DEV92666,SUCCESS,NO
TXN0058514,ACC002861,2026-02-16 19:25:26.963750,NEFT,7187.35,IRCTC,MOBILE,DEV45683,PENDING,NO
TXN0058515,ACC002861,2025-08-08 21:08:26.963756,NEFT,23566.32,Reliance Mart,ATM,DEV39298,PENDING,NO
TXN0058516,ACC002861,2025-11-03 07:39:26.963761,POS,19144.99,Zomato,MOBILE,DEV49696,SUCCESS,NO
TXN0058517,ACC002861,2026-04-29 22:23:26.963765,ATM,37967.5,IRCTC,WEB,DEV88960,SUCCESS,NO
TXN0058518,ACC002861,2026-01-03 23:31:26.963770,NEFT,17267.66,Amazon,WEB,DEV53573,SUCCESS,NO
TXN0058519,ACC002861,2026-01-19 06:31:26.963775,NEFT,17251.84,Swiggy,MOBILE,DEV75776,FAILED,NO
TXN0058520,ACC002861,2025-12-31 03:32:26.963780,POS,47809.06,Zomato,ATM,DEV83135,SUCCESS,YES
TXN0058521,ACC002861,2025-10-13 18:42:26.963785,ATM,34280.15,Zomato,BRANCH,DEV65031,FAILED,NO
TXN0058522,ACC002861,2025-08-11 23:03:26.963789,POS,31743.8,IRCTC,MOBILE,DEV67404,PENDING,NO
TXN0058523,ACC002861,2025-11-12 08:51:26.963794,POS,42436.94,Zomato,ATM,DEV70236,PENDING,YES
TXN0058524,ACC002861,2025-07-07 06:59:26.963799,ATM,28552.25,Myntra,BRANCH,DEV33718,FAILED,NO
TXN0058525,ACC002861,2025-09-16 04:03:26.963803,UPI,25436.32,Uber,BRANCH,DEV88742,FAILED,NO
TXN0058526,ACC002861,2025-10-03 09:13:26.963808,CASH_DEPOSIT,15732.96,Uber,ATM,DEV83542,SUCCESS,NO
TXN0058527,ACC002861,2026-02-09 06:00:26.963815,IMPS,49455.1,Amazon,ATM,DEV22238,FAILED,YES
TXN0058528,ACC002861,2025-11-27 13:26:26.963819,ATM,36720.02,Myntra,MOBILE,DEV44674,SUCCESS,NO
TXN0058529,ACC002861,2025-09-30 14:27:26.963824,CASH_DEPOSIT,21488.29,Uber,MOBILE,DEV33426,SUCCESS,NO
TXN0058530,ACC002861,2025-10-31 12:56:26.963830,ATM,17015.56,Flipkart,WEB,DEV45640,PENDING,NO
TXN0058531,ACC002861,2026-01-20 00:29:26.963834,ATM,21105.99,Flipkart,MOBILE,DEV48177,PENDING,NO
TXN0058532,ACC002861,2025-11-17 20:41:26.963839,NEFT,8363.84,Zomato,BRANCH,DEV62796,SUCCESS,NO
TXN0058533,ACC002861,2025-10-03 18:42:26.963844,POS,40097.84,Myntra,WEB,DEV45959,FAILED,YES
TXN0058534,ACC002861,2025-10-06 00:25:26.963849,POS,29200.65,Myntra,MOBILE,DEV57759,FAILED,NO
TXN0058535,ACC002861,2026-03-30 09:37:26.963855,NEFT,13311.29,IRCTC,ATM,DEV81476,PENDING,NO
TXN0058536,ACC002861,2025-06-19 03:45:26.963860,CASH_DEPOSIT,32784.85,Myntra,ATM,DEV50579,PENDING,NO
TXN0058537,ACC002861,2025-08-12 03:12:26.963864,IMPS,46126.42,Myntra,MOBILE,DEV18436,PENDING,YES
TXN0058538,ACC002861,2026-01-31 11:18:26.963870,NEFT,27703.56,Amazon,BRANCH,DEV53588,PENDING,NO
TXN0058539,ACC002861,2025-12-17 05:15:26.963875,IMPS,23558.29,Amazon,WEB,DEV63686,PENDING,NO
TXN005861,ACC002862,2025-07-17 08:49:26.963903,IMPS,30445.41,Uber,ATM,DEV35849,PENDING,NO
TXN005862,ACC002862,2025-07-10 23:56:26.963909,NEFT,24720.84,Zomato,ATM,DEV24935,FAILED,NO
TXN005863,ACC002862,2025-07-11 14:34:26.963913,IMPS,6202.45,Amazon,ATM,DEV52798,PENDING,NO
TXN005864,ACC002862,2026-04-19 20:08:26.963918,CASH_DEPOSIT,10496.52,Swiggy,WEB,DEV68698,PENDING,NO
TXN005865,ACC002862,2025-10-19 20:40:26.963923,POS,1924.5,Swiggy,BRANCH,DEV24968,SUCCESS,NO
TXN005866,ACC002862,2025-11-17 14:04:26.963928,IMPS,31541.53,Myntra,BRANCH,DEV64247,SUCCESS,NO
TXN005867,ACC002862,2025-09-02 07:50:26.963933,POS,21242.45,Zomato,WEB,DEV61116,SUCCESS,NO
TXN005868,ACC002862,2025-07-23 18:16:26.963939,POS,5790.17,IRCTC,WEB,DEV64052,SUCCESS,NO
TXN005869,ACC002862,2026-02-04 10:21:26.963943,IMPS,2248.63,Swiggy,MOBILE,DEV68796,FAILED,NO
TXN0058610,ACC002862,2026-05-08 10:50:26.963948,CASH_DEPOSIT,42645.91,Amazon,MOBILE,DEV32524,PENDING,YES
TXN0058611,ACC002862,2026-05-07 08:47:26.963953,CASH_DEPOSIT,9478.51,Reliance Mart,ATM,DEV94206,FAILED,NO
TXN0058612,ACC002862,2026-01-26 11:32:26.963958,IMPS,34042.25,Myntra,MOBILE,DEV62676,FAILED,NO
TXN0058613,ACC002862,2025-06-23 22:34:26.963962,ATM,26487.73,Zomato,ATM,DEV84314,FAILED,NO
TXN0058614,ACC002862,2025-08-16 20:05:26.963967,ATM,18069.25,Amazon,WEB,DEV18050,SUCCESS,NO
TXN0058615,ACC002862,2026-03-24 21:26:26.963972,UPI,47132.54,Uber,BRANCH,DEV54648,SUCCESS,YES
TXN0058616,ACC002862,2025-09-18 02:59:26.963977,IMPS,33835.67,Swiggy,BRANCH,DEV21252,FAILED,NO
TXN0058617,ACC002862,2025-08-08 14:28:26.963982,UPI,3558.65,Swiggy,WEB,DEV55314,FAILED,NO
TXN0058618,ACC002862,2025-09-21 02:59:26.963987,ATM,18400.28,Myntra,ATM,DEV99632,PENDING,NO
TXN0058619,ACC002862,2025-07-28 04:54:26.963992,POS,38461.02,Reliance Mart,MOBILE,DEV27517,FAILED,NO
TXN0058620,ACC002862,2025-09-12 03:26:26.963997,ATM,40385.7,Swiggy,BRANCH,DEV86940,SUCCESS,YES
TXN005871,ACC002863,2025-11-30 14:04:26.964023,ATM,1472.38,Myntra,ATM,DEV10468,PENDING,NO
